STATISTIC Label,Quarter,Number of Bedrooms,Property Type,Location,UNIT,VALUE
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Banagher, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Birr, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Clara, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Edenderry, Offaly",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Tullamore, Offaly",Euro,1150.16
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Roscommon,Euro,952.99
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Roscommon Town,Euro,964.46
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Athlone, Roscommon",Euro,1269.23
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballaghaderreen, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Boyle, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Castlerea, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Strokestown, Roscommon",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Sligo,Euro,991.92
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Sligo Town,Euro,1036.97
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballinode, Sligo",Euro,1122.74
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballisodare, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballymote, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballytivnan, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Collooney, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Lough Gill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Strandhill, Sligo",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Tubbercurry, Sligo",Euro,993.75
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Tipperary,Euro,919.96
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Tipperary Town,Euro,819.5
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballina, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Cahir, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Carrick-On-Suir, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Cashel, Tipperary",Euro,921.77
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Clonmel, Tipperary",Euro,1001.12
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Fethard, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Nenagh, Tipperary",Euro,989.65
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Roscrea, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Templemore, Tipperary",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Thurles, Tipperary",Euro,869.54
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Waterford,Euro,1290.9
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Waterford City,Euro,1471.73
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ballytruckle, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Canada Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Castle Place, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Cork Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Dungarvan, Waterford",Euro,1015.48
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Dunmore East, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Dunmore Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ferrybank, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Inner Ring Road, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Johns Hill, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Lismore, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Mary Street, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Penrose Lane, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Poleberry, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Portlaw, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Railway Square, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Scotch Quay, Waterford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Templars Hall, Waterford",Euro,1791.11
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Tramore, Waterford",Euro,1098.41
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Westmeath,Euro,1092.76
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Athlone, Westmeath",Euro,1125.3
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Castlepollard, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Kilbeggan, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Kinnegad, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Moate, Westmeath",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Mullingar, Westmeath",Euro,1118.78
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Wexford,Euro,1019.11
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Bunclody, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Clonard, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Enniscorthy, Wexford",Euro,870.62
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ferns, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Ford, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Gorey, Wexford",Euro,1139.74
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Mulgannon, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"New Ross, Wexford",Euro,931.25
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Rosslare, Wexford",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Wicklow,Euro,1575.33
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,Wicklow Town,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Arklow, Wicklow",Euro,1253.79
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Baltinglass, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Blessington, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Bray, Wicklow",Euro,1850.93
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Delgany, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Greystones, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Kilcoole, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Newtownmountkennedy, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Semi detached house,"Rathnew, Wicklow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Carlow,Euro,1082.3
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Carlow Town,Euro,1117.39
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Graiguecullen, Carlow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Tullow, Carlow",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Cavan,Euro,829.93
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Cavan Town,Euro,943.59
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Bailieborough, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballyconnell, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballyjamesduff, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Belturbet, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Cootehill, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Kingscourt, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Virginia, Cavan",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Clare,Euro,955.26
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ennis, Clare",Euro,1070.33
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Killaloe, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Kilrush, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Newmarket-On-Fergus, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Shannon, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Sixmilebridge, Clare",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Cork,Euro,1350.99
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Cork City,Euro,1486.4
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballincollig, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballintemple, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballinure, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Bandon, Cork",Euro,992.34
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Bantry, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Bishopstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Blackpool, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Blackrock, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Blarney, Cork",Euro,1346.75
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Carrigaline, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Carrigtwohill, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Castlemartyr, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Charleville, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Clonakilty, Cork",Euro,1082.42
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Cloyne, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Cobh, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Crosshaven, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Douglas, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Dunmanway, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Fermoy, Cork",Euro,970.96
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Frankfield, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Glanmire, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Kanturk, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Kinsale, Cork",Euro,1354.48
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Macroom, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Mallow, Cork",Euro,1020.97
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Midleton, Cork",Euro,1199.79
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Millstreet, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Mitchelstown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Montenotte, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Passage West, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Rathcormac, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ringaskiddy, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Rochestown, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Skibbereen, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Tivoli, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Tower, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Whitegate, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Wilton, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Youghal, Cork",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Donegal,Euro,772.78
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Donegal Town,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Ballybofey, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Buncrana, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Bundoran, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Carndonagh, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Letterkenny, Donegal",Euro,921.78
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Lifford, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Stranorlar, Donegal",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Dublin,Euro,2157.63
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Balbriggan, Dublin",Euro,1586.32
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Blackrock, Dublin",Euro,2396.72
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Booterstown, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Cabinteely, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Citywest, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Dalkey, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Donabate, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Dun Laoghaire, Dublin",Euro,2552.1
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Glenageary, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Howth, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Killiney, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Kinsealy, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Lucan, Dublin",Euro,2370.87
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Lusk, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Malahide, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Monkstown, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Mount Merrion, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Portmarnock, Dublin",Euro,2614.04
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Rathcoole, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Rush, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Saggart, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Sandycove, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Shankill, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Skerries, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Stepaside, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Stillorgan, Dublin",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Swords, Dublin",Euro,1819.55
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Dublin 1,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"I.F.S.C., Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Parnell Street, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Spencer Dock, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Summerhill, Dublin 1",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,Dublin 2,Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Aungier Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Charlemont Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Grand Canal Dock, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Grand Canal Square, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Hanover Quay, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Lower Mount Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Pearse Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Tara Street, Dublin 2",Euro,
RTB Average Monthly Rent Report,2023Q1,All bedrooms,Terrace house,"Temple Bar, Dublin 2",Euro,
